Seed,ありの解,ありの解2,ありをなし,なしの解,なしの解をアリ,なしの解をアリ2
0,71.96800000000005,43.46599999999999,99.4139999999997,99.4139999999997,71.96800000000005,43.46599999999999
0,95.08899999999969,35.48400000000004,122.60999999999977,123.45699999999992,95.46699999999974,34.11799999999999
0,107.6099999999996,27.138999999999996,127.52800000000008,131.86800000000002,105.39499999999975,31.66699999999999
0,116.85299999999981,23.305999999999965,136.35700000000028,136.9580000000003,110.4299999999997,31.23299999999997
1,49.61399999999986,60.180999999999976,80.25000000000004,80.25000000000004,49.61399999999986,60.180999999999976
1,71.27099999999997,51.44400000000004,102.99399999999963,102.99399999999963,71.27099999999997,51.44400000000004
1,87.26899999999979,31.901999999999987,106.89599999999957,108.63799999999952,85.87699999999968,36.61100000000004
1,96.15099999999968,26.27199999999997,112.07599999999985,112.69599999999961,90.73399999999967,34.94499999999997
2,67.15799999999999,33.68500000000001,89.02599999999981,89.02599999999981,67.15799999999999,33.68500000000001
2,90.21799999999966,28.60799999999991,111.41699999999969,110.21299999999967,89.05799999999982,28.711999999999982
2,97.7789999999996,27.94900000000001,118.6959999999997,118.6959999999997,97.7789999999996,27.94900000000001
2,108.01799999999965,19.375999999999948,122.05799999999994,122.61,101.6479999999997,27.540999999999993
3,71.15800000000002,32.24499999999995,94.31299999999973,94.31299999999973,71.15800000000002,32.24499999999995
3,97.64399999999966,30.10700000000001,121.61099999999993,121.61099999999993,97.64399999999966,30.10700000000001
3,110.66999999999977,19.39299999999996,125.39699999999998,129.7910000000002,106.97899999999962,28.997999999999934
3,120.39899999999967,17.87599999999997,133.64600000000019,133.03200000000007,114.1079999999998,24.436000000000014
4,64.39899999999996,46.068000000000005,98.04099999999951,98.1469999999996,61.201,48.372000000000064
4,85.16399999999985,41.83599999999992,118.33099999999999,121.00299999999994,84.21099999999984,43.36700000000001
4,103.13999999999984,27.799999999999958,125.364,127.51099999999995,90.56999999999971,43.034999999999975
4,112.11699999999998,21.28699999999993,128.87499999999997,132.6960000000001,110.16799999999972,26.652000000000005
5,67.03000000000009,31.104000000000013,90.36099999999976,90.36099999999976,67.03000000000009,31.104000000000013
5,89.94499999999977,30.843999999999983,113.19299999999978,113.19299999999978,89.94499999999977,30.843999999999983
5,103.79999999999971,20.36199999999997,119.65599999999975,121.27099999999984,97.23799999999966,31.375999999999987
5,110.53799999999964,15.66,122.43099999999991,127.32400000000007,112.8629999999997,18.785000000000007
6,71.15700000000012,35.98799999999999,98.09799999999974,98.09799999999974,71.15700000000012,35.98799999999999
6,94.53199999999968,30.24099999999999,118.98499999999984,118.98499999999984,94.53199999999968,30.24099999999999
6,108.25599999999966,19.773999999999944,123.87100000000005,126.35500000000005,100.99899999999961,29.926999999999992
6,115.64299999999977,18.75299999999995,130.7210000000002,130.5010000000001,104.6269999999997,30.092000000000038
7,55.724999999999895,48.07299999999996,85.55199999999991,85.55199999999991,55.724999999999895,48.07299999999996
7,74.76599999999999,30.952999999999978,92.80699999999966,100.47599999999957,70.33399999999997,45.13199999999995
7,90.74099999999976,27.851999999999993,109.58199999999977,108.63199999999959,78.75499999999981,43.45099999999996
7,97.81199999999963,27.241999999999994,116.81900000000009,117.52499999999975,98.66999999999979,26.186999999999983
8,74.55999999999995,29.140999999999995,95.24299999999971,95.24299999999971,74.55999999999995,29.140999999999995
8,96.72899999999964,22.732999999999976,116.3479999999998,116.3479999999998,96.72899999999964,22.732999999999976
8,103.75599999999956,18.394999999999936,116.53099999999979,124.81000000000004,103.83199999999984,22.835999999999967
8,115.08999999999969,15.754999999999951,128.28200000000018,128.15300000000005,105.59399999999987,25.69899999999998
