Seed,ありの解,ありの解2,ありをなし,なしの解,なしの解をアリ,なしの解をアリ2
0,24.301999999999932,4.5859999999999586,25.728999999999935,25.728999999999935,24.301999999999932,4.5859999999999586
0,33.53900000000004,4.016999999999953,35.059999999999995,33.668999999999976,31.995999999999995,4.410999999999953
0,38.91899999999998,4.006999999999952,40.880999999999865,41.23399999999991,39.24999999999998,4.117999999999952
0,45.14899999999984,3.8109999999999524,46.93699999999983,47.19999999999986,45.43199999999983,3.2999999999999483
1,20.38999999999993,6.159999999999967,22.016999999999907,22.016999999999907,20.38999999999993,6.159999999999967
1,30.180999999999962,5.911999999999948,31.86700000000001,30.345999999999933,28.52199999999992,5.72199999999995
1,36.81700000000003,5.570999999999953,38.384999999999934,37.382999999999974,34.23199999999999,7.001999999999959
1,42.2869999999999,5.25699999999996,45.18599999999983,45.18599999999983,42.2869999999999,5.25699999999996
2,16.80899999999993,5.483999999999953,18.119999999999962,16.74299999999996,14.940999999999942,4.681999999999956
2,27.065999999999935,4.863999999999965,28.815999999999946,28.799999999999926,27.331999999999926,4.4439999999999475
2,35.45400000000003,4.8359999999999586,36.56099999999996,37.31599999999999,35.23899999999999,4.295999999999947
2,42.39299999999986,4.633999999999954,44.15999999999981,43.71399999999992,41.58299999999995,4.012999999999946
3,24.249999999999915,3.21899999999995,25.07999999999994,25.07999999999994,24.249999999999915,3.21899999999995
3,33.08099999999998,2.939999999999953,34.293,34.293,33.08099999999998,2.939999999999953
3,40.51999999999999,2.823999999999945,42.17699999999985,42.17699999999985,40.51999999999999,2.823999999999945
3,45.505999999999794,2.8629999999999534,47.25599999999988,47.807999999999794,46.11699999999985,2.6099999999999515
4,10.016999999999955,3.4399999999999404,11.519999999999948,11.519999999999948,10.016999999999955,3.4399999999999404
4,17.27299999999996,2.9929999999999466,18.855999999999955,18.855999999999955,17.27299999999996,2.9929999999999466
4,23.02999999999993,2.83799999999995,24.817999999999888,23.344999999999953,21.551999999999918,2.9829999999999464
4,28.946999999999964,3.246999999999941,29.805999999999944,28.995999999999913,27.68999999999991,3.0699999999999505
5,20.54699999999993,8.542999999999948,21.54199999999996,21.54199999999996,20.54699999999993,8.542999999999948
5,30.681999999999974,7.372999999999957,32.26399999999994,32.26399999999994,30.681999999999974,7.372999999999957
5,37.359,6.792999999999953,38.41199999999995,38.41199999999995,37.359,6.792999999999953
5,42.29399999999987,5.8759999999999595,44.559999999999846,44.559999999999846,42.29399999999987,5.8759999999999595
6,13.494999999999935,3.81499999999994,14.469999999999942,14.469999999999942,13.494999999999935,3.81499999999994
6,22.006999999999916,3.5129999999999417,23.123999999999917,23.881999999999906,22.888999999999918,3.56799999999994
6,30.29799999999997,3.2219999999999427,31.536999999999978,31.536999999999978,30.29799999999997,3.2219999999999427
6,36.44500000000005,3.1149999999999425,37.422999999999924,37.422999999999924,36.44500000000005,3.1149999999999425
7,18.979999999999933,9.355999999999968,20.20899999999997,20.20899999999997,18.979999999999933,9.355999999999968
7,25.41699999999993,8.38899999999995,27.170999999999953,28.888999999999943,26.973999999999954,7.758999999999943
7,31.807999999999947,7.0609999999999635,34.03700000000002,35.34799999999995,33.67100000000004,6.83999999999995
7,37.08999999999995,6.550999999999956,39.13999999999993,41.33199999999989,39.15399999999993,6.5329999999999515
8,11.449999999999935,7.344999999999959,13.593999999999971,13.593999999999971,11.449999999999935,7.344999999999959
8,20.788999999999888,6.780999999999949,22.55699999999995,22.55699999999995,20.788999999999888,6.780999999999949
8,26.351999999999915,6.639999999999958,28.332999999999924,28.332999999999924,26.351999999999915,6.639999999999958
8,31.22699999999998,6.236999999999959,33.428,33.80100000000002,31.182000000000038,6.1729999999999645
