Seed,ありの解,ありの解2,ありをなし,なしの解,なしの解をアリ,なしの解をアリ2
0,82.32299999999984,4.627999999999955,84.31199999999986,83.43499999999983,82.00999999999982,3.9599999999999476
0,116.34599999999985,3.095999999999948,117.86699999999982,118.40499999999972,116.5799999999997,2.8829999999999485
0,134.77200000000022,2.328999999999957,136.4750000000002,135.46700000000007,133.74900000000008,2.674999999999952
0,144.82800000000017,1.860999999999964,146.30200000000033,146.52100000000004,144.9220000000005,1.800999999999969
1,91.96599999999964,4.897999999999952,94.2769999999997,92.00299999999962,89.47399999999982,4.850999999999945
1,126.49900000000002,3.4089999999999523,128.59800000000018,128.25500000000005,126.27599999999987,3.530999999999956
1,144.83900000000025,1.9829999999999683,146.16700000000026,146.12200000000024,144.47000000000017,2.1719999999999646
1,152.63300000000038,1.424999999999974,153.72500000000034,153.62000000000035,152.29800000000031,1.6189999999999731
2,87.3459999999998,3.4399999999999524,89.27699999999977,90.9539999999997,88.57399999999977,3.6489999999999494
2,123.47199999999995,2.514999999999955,125.00200000000004,125.60699999999984,124.09499999999994,2.286999999999955
2,141.0670000000002,1.6749999999999712,142.13500000000025,141.85400000000013,140.63000000000008,1.72999999999997
2,149.25400000000036,1.3889999999999754,150.38200000000046,151.47800000000024,150.30400000000043,1.5149999999999715
3,88.50599999999972,2.6119999999999477,89.08999999999978,88.38999999999982,87.17099999999982,2.653999999999951
3,121.43599999999988,2.0719999999999605,122.52099999999997,122.54299999999995,121.04199999999989,1.8609999999999605
3,137.26400000000027,1.6799999999999682,138.7100000000002,138.58900000000034,137.31100000000018,1.5509999999999706
3,146.98000000000036,1.314999999999978,148.18700000000018,147.4950000000004,146.56400000000036,1.3669999999999771
4,93.70499999999954,2.1549999999999576,94.94599999999954,94.54599999999968,93.21199999999979,1.976999999999962
4,131.88000000000005,1.5349999999999724,132.92500000000015,131.44399999999996,130.40200000000007,1.6099999999999708
4,147.80000000000044,1.290999999999982,148.73900000000052,149.38000000000045,148.36500000000035,1.3639999999999777
4,154.44200000000046,1.0859999999999927,155.28900000000044,155.4700000000004,154.52700000000016,1.1109999999999907
5,84.8549999999998,5.124999999999957,86.82599999999992,87.8089999999998,85.06199999999968,5.019999999999955
5,121.6139999999999,3.455999999999961,123.88599999999985,123.35999999999986,121.16199999999996,3.5929999999999613
5,139.3320000000001,2.3589999999999596,141.04600000000022,141.2770000000002,139.43200000000036,2.4769999999999586
5,149.57,1.6849999999999716,151.12900000000033,151.1800000000003,149.7140000000004,1.843999999999972
6,93.98699999999965,2.349999999999954,94.72899999999963,93.60999999999956,92.38999999999966,2.295999999999956
6,129.18900000000008,1.7579999999999656,130.3789999999999,130.26700000000008,129.198,1.6529999999999678
6,145.32500000000044,1.3059999999999798,146.25100000000035,146.46100000000033,145.33700000000042,1.3329999999999793
6,153.33900000000023,1.1919999999999846,154.2020000000003,154.62400000000028,153.77000000000044,1.1099999999999908
7,88.7119999999997,5.724999999999962,91.05599999999984,91.94199999999967,89.43699999999988,5.25999999999996
7,124.649,2.8959999999999546,126.39100000000016,126.69200000000008,124.57899999999998,3.6259999999999573
7,141.88000000000034,2.302999999999961,143.30500000000038,143.81600000000014,141.66500000000013,2.7889999999999553
7,151.11500000000052,1.5719999999999719,152.2190000000005,152.7670000000003,151.32900000000026,1.9079999999999697
8,93.30899999999974,4.723999999999952,95.14999999999975,93.98599999999956,91.87899999999978,5.5209999999999635
8,128.47299999999998,2.749999999999956,130.08700000000022,130.33100000000016,128.51,2.94399999999996
8,145.25500000000036,1.6809999999999725,146.3210000000001,146.6540000000002,145.0450000000003,2.422999999999965
8,153.49700000000024,1.2649999999999828,154.46200000000044,154.44400000000016,153.23300000000032,1.3759999999999781
